,PolNum,tarif
0,200325695,1585.6328850179914
1,200325696,828.442442434405
2,200325697,1409.7794914140293
3,200325698,457.26669478153997
4,200325699,631.0044346422009
5,200325700,1236.5881414048088
6,200325701,891.5204424309842
7,200325702,1521.5576884575096
8,200325703,1474.116742615137
9,200325704,717.3505595074552
10,200325705,1152.0706098941353
11,200325706,713.2414347370783
12,200325707,944.1346783374152
13,200325710,862.0910988258064
14,200325711,714.9525872685045
15,200325712,861.6666914475891
16,200325713,1341.383389543273
17,200325716,734.216941256778
18,200325718,374.1551529239273
19,200325719,728.1108186761909
20,200325721,1022.3672704678199
21,200325722,487.3682944478706
22,200325723,1094.5754111529243
23,200325724,1279.7477890100834
24,200325726,1188.0585518309445
25,200325727,1477.922170092393
26,200325728,1100.4674697979633
27,200325730,930.0437661445304
28,200325731,893.235768970568
29,200325732,731.0324588619618
30,200325733,1081.1175760887834
31,200325734,1405.4643202567074
32,200325735,1321.58691752546
33,200325739,870.3649611152503
34,200325741,339.2224411336288
35,200325742,958.2234085680105
36,200325743,1161.8390710453557
37,200325744,805.9888417946353
38,200325745,1433.8093341107663
39,200325746,901.342503080728
40,200325748,919.6391788990938
41,200325749,1034.6700771135067
42,200325752,857.2717169762475
43,200325754,1234.378095754103
44,200325756,836.6462765454498
45,200325757,1147.7461290435447
46,200325758,1308.5629246981343
47,200325759,730.7116822911729
48,200325762,1568.4288001963705
49,200325763,1589.3828308695897
50,200325765,815.9924867716124
51,200325766,1594.0624640168057
52,200325768,918.1777197498271
53,200325769,545.1686277627457
54,200325772,733.4040465882816
55,200325773,322.1126500321613
56,200325775,565.5452160037045
57,200325776,1478.9492466748422
58,200325777,809.2214472285783
59,200325778,785.2095042213485
60,200325779,772.9339947120235
61,200325780,767.3311753061429
62,200325781,1345.8735686379455
63,200325782,687.7933209188616
64,200325783,1648.6144461060628
65,200325784,1112.9199197465632
66,200325785,834.5243719329428
67,200325786,1039.3953090135483
68,200325787,1466.5885313855765
69,200325788,1219.2955189737786
70,200325789,1072.852420588994
71,200325790,767.4062013656237
72,200325791,577.8342329172488
73,200325792,815.737585678287
74,200325794,401.78806291292756
75,200325796,343.7048361761502
76,200325798,979.5648054545803
77,200325799,634.7513494506545
78,200325800,610.3895761054293
79,200325801,1267.9774276701346
80,200325802,1133.6738626174977
81,200325803,497.0530951434538
82,200325804,897.4234628138545
83,200325805,724.6495260261879
84,200325806,1106.078604540156
85,200325807,419.74580378604486
86,200325809,1047.7512029643503
87,200325810,929.6718530441982
88,200325811,894.3765028694729
89,200325813,596.3423605223497
90,200325814,844.681574260399
91,200325816,1229.6131723662158
92,200325818,588.6507205397734
93,200325819,1160.9463587284852
94,200325820,1114.646501983814
95,200325821,1470.4036616885098
96,200325822,995.3549737273476
97,200325823,1426.3604978867163
98,200325827,639.6660093675914
99,200325828,937.8452526430874
100,200325829,1499.7963713153815
101,200325830,1444.9309313066715
102,200325831,1532.1764901161916
103,200325832,1609.202808916098
104,200325833,778.328424242972
105,200325834,1489.5290821226718
106,200325836,963.8790661486779
107,200325837,597.1299413919204
108,200325841,1171.7685499855381
109,200325842,799.8785786695408
110,200325843,1133.7976355154667
111,200325844,1238.8846194211324
112,200325846,612.283308151048
113,200325847,1113.0260397649206
114,200325848,628.8066050512313
115,200325850,927.7665459324911
116,200325851,910.8208116694178
117,200325853,1378.3996540290334
118,200325854,856.2885463757941
119,200325855,1512.9431394242158
120,200325856,801.8903124863765
121,200325859,583.3877462630302
122,200325860,1496.1256908825558
123,200325861,418.43882932315273
124,200325862,1159.1741258332333
125,200325863,1225.636323353374
126,200325864,707.188150339418
127,200325866,1444.6923979021183
128,200325867,1389.1002028063483
129,200325868,1118.264241398551
130,200325869,552.995651182319
131,200325870,1384.8648668722071
132,200325871,878.8360038322905
133,200325873,587.3847423479308
134,200325874,1411.2646167876262
135,200325876,1238.6732853298934
136,200325877,1452.0451183192793
137,200325879,842.3118658289891
138,200325880,854.9379943111338
139,200325881,867.566382367699
140,200325882,989.2036743538658
141,200325883,740.577661360111
142,200325884,1562.0727880390805
143,200325885,1652.0298634388944
144,200325886,899.5101377865141
145,200325887,731.1641256831994
146,200325888,1544.185461074211
147,200325889,539.9743380934384
148,200325890,1106.7108140344208
149,200325891,780.0824262688358
150,200325892,1291.7094479537411
151,200325893,1431.678988650888
152,200325894,777.3965078274128
153,200325895,666.748950014503
154,200325896,1238.3578990645744
155,200325897,380.7226788202962
156,200325898,661.1507035596055
157,200325900,622.9484447629792
158,200325901,1227.6836202124152
159,200325903,1178.4589426776472
160,200325904,649.7234226030154
161,200325905,1441.8042852405258
162,200325906,933.5876536369109
163,200325907,1329.0407360711506
164,200325909,532.4966185584035
165,200325910,930.3221006548193
166,200325912,1301.9663734164794
167,200325913,1350.2730337415292
168,200325914,910.8319549239951
169,200325916,1088.896088751034
170,200325917,823.8834745249784
171,200325918,1657.4158262370954
172,200325920,780.4858243786983
173,200325921,1117.763416581361
174,200325922,818.305326261268
175,200325923,446.5057021565951
176,200325925,633.9469683814724
177,200325926,1099.4174350318303
178,200325927,979.3651053999569
179,200325928,1087.5937173528073
180,200325929,1115.477056002301
181,200325930,813.4145990031111
182,200325933,449.1064750368189
183,200325934,1366.760425366492
184,200325935,653.3747309647575
185,200325936,1396.5730566871061
186,200325937,826.8310392757911
187,200325939,728.7300270865302
188,200325940,1465.7574716453191
189,200325941,994.2916045399892
190,200325942,1125.149708641837
191,200325944,746.9096743113784
192,200325945,1032.5865324510983
193,200325947,530.0290015051011
194,200325948,912.966830107582
195,200325949,686.8311657280607
196,200325950,1022.6739584132038
197,200325951,431.84598832066894
198,200325952,1349.9391637989545
199,200325953,1451.3791802648213
200,200325954,455.7261480126681
201,200325955,1410.1721153568303
202,200325956,954.1887502518058
203,200325957,589.9897657245325
204,200325958,951.5333458716067
205,200325960,873.9942967725426
206,200325961,1509.932809028104
207,200325964,775.3950501854699
208,200325965,1069.5421661659072
209,200325967,1216.041079423939
210,200325968,1058.6569791799827
211,200325969,786.9653628349458
212,200325971,313.4344299724482
213,200325973,1353.5734516718312
214,200325978,1174.0384380288506
215,200325979,919.9555170490644
216,200325980,1372.8974740701553
217,200325981,860.1065387923448
218,200325982,642.5546316234979
219,200325983,857.5478794272634
220,200325984,1024.6396067375345
221,200325985,391.100981857951
222,200325987,970.2717745855942
223,200325989,997.5588887997134
224,200325991,458.1250405093124
225,200325993,1350.0086027432178
226,200325994,1209.9001776744392
227,200325996,1133.384771850377
228,200325999,817.2823349659251
229,200326000,460.28813872489513
230,200326002,1073.305736380273
231,200326003,771.1089733384534
232,200326004,1222.9942241905412
233,200326005,1161.5338666526561
234,200326006,545.6011583636366
235,200326007,1436.422848545127
236,200326009,391.55485440831364
237,200326010,612.1555147061885
238,200326011,878.1489014597131
239,200326012,1043.5068830538232
240,200326015,960.199687212392
241,200326016,753.9810813345035
242,200326017,933.7270541074728
243,200326018,955.3349603404173
244,200326019,814.836029068418
245,200326020,1513.4723916865203
246,200326022,1451.3372105386713
247,200326023,1397.06437090475
248,200326025,1042.971002708329
249,200326027,589.0893712773336
250,200326028,1191.5951129323605
251,200326031,1137.6628339874305
252,200326032,1419.3849693855602
253,200326033,1352.642001565398
254,200326034,1281.7042297742537
255,200326035,1392.6741942121962
256,200326036,1274.950161555983
257,200326037,805.3553192762993
258,200326038,849.6724176328606
259,200326040,400.49036064767853
260,200326041,412.2587444352829
261,200326042,1023.853461756589
262,200326044,1126.7944183184159
263,200326045,1071.1711630750494
264,200326046,1384.2190640459376
265,200326047,1399.8648169995085
266,200326048,903.5880281269456
267,200326049,1339.2042444825659
268,200326050,891.5799049056141
269,200326051,663.521408409611
270,200326052,499.29823172946215
271,200326053,754.9188104489633
272,200326057,540.1538873142421
273,200326058,731.0802233119927
274,200326059,1268.8042159640565
275,200326060,1651.6378946959837
276,200326062,744.8372369919528
277,200326063,563.2777029392237
278,200326064,998.8602425925817
279,200326065,832.0855282714655
280,200326066,1548.288587288604
281,200326067,1389.4155571667989
282,200326068,1314.9236530315854
283,200326069,1061.7830105373748
284,200326070,1346.115730166063
285,200326071,1279.4481342128367
286,200326072,1219.528514317549
287,200326073,1329.0680526595252
288,200326074,1337.792211819657
289,200326075,1240.8920506467555
290,200326076,798.2496169004486
291,200326077,447.5169725152459
292,200326078,1130.4013113125236
293,200326079,1230.1480524939705
294,200326080,963.2178830794101
295,200326081,830.1822396429798
296,200326082,888.640664683946
297,200326083,1414.7219577746878
298,200326084,708.8184911748286
299,200326085,1300.9845319864423
300,200326087,1292.129502227425
301,200326089,998.8578273430733
302,200326091,1189.624055539752
303,200326094,868.736791171788
304,200326095,1031.4508313016188
305,200326096,1312.150871611874
306,200326097,489.0424602047012
307,200326098,1424.6215166088377
308,200326100,1683.538260209314
309,200326101,899.2501988601921
310,200326102,1313.831301845766
311,200326103,918.0447184505714
312,200326104,1182.0066211053645
313,200326106,908.9438341074447
314,200326107,383.4927924658683
315,200326110,863.1846691930692
316,200326111,639.1603426908576
317,200326112,1019.3678734512753
318,200326113,1286.9593963288187
319,200326114,1113.9333708694453
320,200326117,1168.6047624357773
321,200326118,776.7901049928976
322,200326119,1410.3632804697825
323,200326120,718.797130468869
324,200326122,925.1859452274352
325,200326124,1369.4445490854816
326,200326125,1106.679590900468
327,200326126,1387.377454184194
328,200326127,1311.1802983508326
329,200326128,1684.6008036593441
330,200326129,699.4026790560881
331,200326130,779.1363682344428
332,200326131,1570.3987637365547
333,200326133,870.2641463880112
334,200326134,1497.2594318647853
335,200326135,1349.9198858250998
336,200326136,994.1033051274397
337,200326137,1125.818847577674
338,200326138,567.1337350023845
339,200326140,1653.1350614745031
340,200326142,756.9526177975188
341,200326143,1101.9223654808466
342,200326144,1216.1731969467796
343,200326145,841.6081989978208
344,200326146,891.3591155892586
345,200326148,360.9607945108624
346,200326149,1049.5659243175462
347,200326150,753.671152329962
348,200326151,966.3051412651781
349,200326154,861.6479557326555
350,200326155,1305.9915350458132
351,200326157,1443.6745885435532
352,200326158,1224.6824960966044
353,200326159,741.7631553990213
354,200326160,603.8081875097621
355,200326161,607.8203625014974
356,200326162,1518.1858323877057
357,200326163,1319.683359576392
358,200326165,1428.7953533413433
359,200326166,1144.7487031060402
360,200326169,370.39028721198525
361,200326171,1176.5226165809822
362,200326172,1317.2169058694672
363,200326173,1273.8154386262297
364,200326174,588.1887332029463
365,200326176,669.4331078939508
366,200326177,1385.8189480686783
367,200326178,994.1295198663081
368,200326179,857.6888253011701
369,200326182,1444.4251188692888
370,200326183,903.2873018180633
371,200326184,887.426638570096
372,200326186,1174.7123504438207
373,200326187,1078.462218300902
374,200326188,1336.202763571451
375,200326189,1424.2412034745541
376,200326190,1254.2400427420994
377,200326191,1256.69140191923
378,200326192,1167.8933937299234
379,200326194,410.440367851976
380,200326195,922.8357070624018
381,200326196,1336.41152719698
382,200326197,1489.2856460318046
383,200326198,692.7700705011422
384,200326199,841.2506668679341
385,200326200,1338.8840163477307
386,200326202,628.7907100231289
387,200326203,1359.7682128273334
388,200326204,634.9985299043352
389,200326205,1526.5029988075664
390,200326206,410.29198541544696
